"Cusip","Cusip.A"
"345397VW","af8cf4be"
"345397VX","5eda466b"
"3454024U","f8f2ab3f"
"345525AA","15145e9f"
"345525AB","93802c31"
"345525AD","45d9cf2c"
"345525AE","8e851c89"
"345550AC","745d9c39"
"345550AD","6958ac81"
"345550AF","24900d8a"
"345838AA","6c94d4bd"
"345838AC","215c75b6"
"345838AE","f70596ab"
"346091AJ","607933e"
"346091AL","d05e7023"
"346091AP","a44ab2c3"
"346091AS","22dec06d"
"346091AT","3fdbf0d5"
"346091AU","f4872370"
"346091AV","721351de"
"346091AX","481930ae"
"346091AZ","5d191a5"
"346091BA","5d287960"
"346091BC","10e0d86b"
"346091BE","c6b93b76"
"346091BF","402d49d8"
"346091BG","8b719a7d"
"346234AB","336f4594"
"346377AE","12cb48fd"
"347460AG","61ef3015"
"347460AH","90b982c0"
"347460AJ","dd7123cb"
"347460AK","162df06e"
"347471AK","cdfce4b3"
"347471AP","a4ed16eb"
"347471AQ","6fb1c54e"
"347471AR","e925b7e0"
"34984VAA","c78e993a"
"34984VAB","411aeb94"
"350244AA","a28adcdf"
"350250AA","31bbc666"
"35037RAC","2f898313"
"350472AA","507699da"
"350472AC","1dbe38d1"
"350870AC","45a7df22"
"35138BAA","cd0322"
"35138BAB","8659718c"
"351437AC","c93cb879"
"351437AD","d43988c1"
"351647AA","e460a486"
"35168XAA","b9fe585"
"355352AB","6b9f74c9"
"355457AA","4737137a"
"355521AA","afb1c0a"
"356371AC","9958ee08"
"35638PAA","176820f7"
"35671DAB","cc457ba9"
"35671DAC","719a80c"
"35671DAG","9c88ea1a"
"35671DAM","3d13c97c"
"35671DAN","bb87bbd2"
"35671DAQ","49070b9c"
"35671DAR","cf937932"
"35671DAS","4cfaa97"
"35671DAU","d296498a"
"35671DAW","9f5ee881"
"35671DAZ","23c0fb5f"
"35671DBC","36f1b291"
"35671DBD","2bf48229"
"35671DBG","ad60f087"
"35671DBH","5c364252"
"35671DBJ","11fee359"
"35671DBK","daa230fc"
"35671DBL","c7a70044"
"35671DBP","b3b3c2a4"
"35671DBT","282280b2"
"35671DBV","65ea21b9"
"35671DBY","94bc936c"
"35671DCA","dd4e182e"
"35671DCB","5bda6a80"
"35687MAB","511b4285"
"35687MAC","9a479120"
"35687MAE","4c1e723d"
"35687MAF","ca8a0093"
"35687MAJ","bd48c0e8"
"35687MAK","7614134d"
"35687MAL","6b1123f5"
"35687MAM","a04df050"
"35687MAN","26d982fe"
"35687MAP","1f05e115"
"35687MAQ","d45932b0"
"35687MAT","8494a303"
"35687MAU","4fc870a6"
"35687MAV","c95c0208"
"35687MAW","200d1ad"
"35687MAX","f3566378"
"35687MAY","380ab0dd"
"35687MAZ","be9ec273"
"356903AA","e5f6b57e"
"356903AB","6362c7d0"
"357658AC","8f46c921"
"357721AA","566275f6"
"35802N30","e9bf0613"
"35802QAB","7139485c"
"35802W20","2c3c27a7"
"35802XAA","e8e221d9"
"35802XAD","b82fb06a"
"35802XAF","f5e71161"
"35802XAH","cfed7011"
"35802XAJ","8225d11a"
"358034AC","35152165"
"35803EAB","9eb363ce"
"35803QAA","e0d62eb1"
"35803QAD","b01bbf02"
"35804GAF","23664b6c"
"35804GAJ","54a48b17"
"35804GAK","9ff858b2"
"35804HAA","e7436978"
"358497AA","6a97ad69"
"358497AB","ec03dfc7"
"358497AC","275f0c62"
"35905AAA","2ef9b9d0"
"35906AAA","17748515"
"35906AAB","91e0f7bb"
"35906AAC","5abc241e"
"35906AAD","47b914a6"
"35906AAE","8ce5c703"
"35906AAF","a71b5ad"
"35906AAG","c12d6608"
"35906AAH","307bd4dd"
"35906AAJ","7db375d6"
"35906AAK","b6efa673"
"35906AAL","abea96cb"
"35906AAM","60b6456e"
"35906AAN","e62237c0"
"35906AAP","dffe542b"
"35906AAQ","14a2878e"
"35906AAR","9236f520"
"35906AAT","446f163d"
"35906AAU","8f33c598"
"35906AAW","c2fb6493"
"35906AAX","33add646"
"35906AAZ","7e65774d"
"35906ABA","269c9f88"
"35906PAA","a765b4a0"
"35907RAA","f23ba79e"
"35914PAB","e0c585b6"
"35914PAF","7b54c7a0"
"35914PAH","415ea6d0"
"35914PAJ","c9607db"
"35914PAK","c7cad47e"
"35921LAA","ece52d30"
"35921QAB","8dcf7b64"
"359416AH","fb6481e7"
"359416AJ","b6ac20ec"
"359416AK","7df0f349"
"359416AL","60f5c3f1"
"359416AQ","dfbdd2b4"
"35953HAA","a4851035"
"359694AB","a7f7d7d9"
"36087JAA","42612181"
"36120RAA","5ff229df"
"36155WAA","bf59798d"
"36155WAB","39cd0b23"
"36155WAC","f291d886"
"36155WAE","24c83b9b"
"36155WAF","a25c4935"
"36155WAG","69009a90"
"36155WAH","98562845"
"36155WAJ","d59e894e"
"36155WAK","1ec25aeb"
"36159RAA","118d84fd"
"36159RAB","9719f653"
"36159RAC","5c4525f6"
"36159RAD","4140154e"
"36159RAE","8a1cc6eb"
"36159RAF","c88b445"
"36159RAG","c7d467e0"
"36159RAH","3682d535"
"36159RAK","b016a79b"
"36162JAA","d7b18bbd"
"36162JAB","5125f913"
"36164YAA","569fc4ff"
"36164YAB","d00bb651"
"36168PAC","e22c8dcb"
"36168QAA","634e2c5e"
"36168QAC","2e868d55"
"36168QAD","3383bded"
"36171PAA","ec85f1a5"
"36172FAD","3f11647f"
"361841AA","4b584f42"
"361841AB","cdcc3dec"
"361841AC","690ee49"
"361841AD","1b95def1"
"361841AE","d0c90d54"
"361841AF","565d7ffa"
"361841AG","9d01ac5f"
"361841AH","6c571e8a"
"361841AJ","219fbf81"
"361841AK","eac36c24"
"36186CAA","8bdbf129"
"36186CAC","c6135022"
"36186CAD","db16609a"
"36186CAE","104ab33f"
"36186CAF","96dec191"
"36186CAH","acd4a0e1"
"36190QAA","299dd5cb"
"36190QAB","af09a765"
"36197YAA","9e19a3b7"
"361990AA","997fc3b5"
"361990AB","1febb11b"
"362241AA","c598b98a"
"362251AA","d2e3adc9"
"36225XAA","1d471659"
"362286AA","29694387"
"362286AB","affd3129"
"36229NAB","c733af4f"
"36229NAC","c6f7cea"
"36229NAD","116a4c52"
"362311AG","b69474e6"
"362333AH","2b11e9c8"
"362335AD","9abc2034"
"362337AK","29cf959c"
"362338AQ","52a2a6cd"
"362359AC","a30c7c49"
"362388AA","d3213a8b"
"362393AA","9930329e"
"362415AJ","6c9c72bb"
"362416AA","88d4859b"
"362438AA","b3a8bf2f"
"36246MAM","6a4da5ef"
"36251BAA","4f0c71cf"
"36251BAB","c9980361"
"36252QAA","84b57bc2"
"36253KAA","7eb54262"
"36293YAC","17df35b1"
"36293YAD","ada0509"
"36318EAA","210fb137"
"36318MAA","f2eaaa82"
"36352KAC","e58828ea"
"36380VAA","94f60e2d"
"36467WAA","bcf464a"
"36467WAB","8d5b34e4"
"36467YAA","1e455478"
"364725AC","719c6ef6"
"364725AE","a7c58deb"
"364725AL","80cadc23"
"364725AM","4b960f86"
"364725AN","cd027d28"
"364725AP","f4de1ec3"
"364725AQ","3f82cd66"
"364725AR","b916bfc8"
"364725AT","6f4f5cd5"
"364725AU","a4138f70"
"364725AW","e9db2e7b"
"364725AX","188d9cae"
"364725AY","d3d14f0b"
"364725AZ","55453da5"
"364725BA","dbcd560"
"364725BB","8b28a7ce"
"364725BC","4074746b"
"364725BD","5d7144d3"
"364725BE","962d9776"
"364760AA","29589095"
"364760AC","6490319e"
"364760AD","79950126"
"364760AE","b2c9d283"
"364760AF","345da02d"
"364760AG","ff017388"
"36485MAA","d68b739c"
"36485MAG","d29081"
"36485MAJ","bc4c835f"
"365438AA","9a93aaac"
"365438AD","ca5e3b1f"
"365438AF","87969a14"
"365558AA","64bb818"
"365558AC","4b831913"
"366651AB","ed450c9f"
"36729PAD","90cc309"
"36729WAA","53045ba3"
"36740PAA","f87c94a6"
"36760BAE","598630db"
"367905AA","9589b1c9"
"367905AB","131dc367"
"367905AC","d84110c2"
"367905AD","c544207a"
"368145AG","9e13b7ea"
"368145AJ","228da434"
"368145AM","3f88948c"
"368145AQ","4b9c566c"
"368145AT","1b51c7df"
"368266AA","304c091"
"368287AA","76c1b9d"
"36828XAA","ea7a98a"
"368294AA","9e98083d"
"36866UAC","194366b8"
"368682AF","5b62853b"
"368682AH","6168e44b"
"368682AQ","45b1b718"
"368682AR","c325c5b6"
"36873PAC","f4f646ad"
"369154AB","d481ed44"
"369300AA","983d0462"
"369300AC","d5f5a569"
"369300AF","853834da"
"369300AH","bf3255aa"
"369300AM","efffc419"
"369300AN","696bb6b7"
"369330AC","ec7899ac"
"369339AB","386b5122"
"370290AA","3bb4abed"
"370290AC","767c0ae6"
"370290AD","6b793a5e"
"370290AF","26b19b55"
"370424CF","ba2f6a1c"
"370424CZ","ce3ba8fc"
"370424DA","628d642a"
"370424FV","ebc14720"
"370425QS","d5df744d"
"370425RD","fae45cf3"
"370425RG","7c702e5d"
"370425RP","62a31c7e"
"370425RU","326e8dcd"
"370425RW","7fa62cc6"
"370425RX","8ef09e13"
"370425RZ","c3383f18"
"370425SB","8acab45a"
"370425SC","419667ff"
"370425SD","5c935747"
"370425SE","97cf84e2"
"370425SG","da0725e9"
"370425SH","2b51973c"
"370425SJ","66993637"
"370425SL","b0c0d52a"
"37042WF8","875b8e52"
"37042WG9","ea705643"
"37042WH2","76ffd669"
"370442AJ","ef07cb43"
"370442AN","74968955"
"370442AR","824bb5"
"370442AT","d6dba8a8"
"370442AU","1d877b0d"
"370442AV","9b1309a3"
"370442AY","6a45bb76"
"370442AZ","ecd1c9d8"
"370442BB","32bc53b3"
"370442BQ","b7fe2386"
"370442BS","fa36828d"
"370442BT","e733b235"
"370442BW","61a7c09b"
"370448AA","14002748"
"37045VAA","c61a8182"
"37045VAB","408ef32c"
"37045VAC","8bd22089"
"37045VAD","96d71031"
"37045VAE","5d8bc394"
"37045VAF","db1fb13a"
"37045VAG","1043629f"
"37045VAH","e115d04a"
"37045VAJ","acdd7141"
"37045XAA","d39093b0"
"37045XAB","5504e11e"
"37045XAD","835d0203"
"37045XAE","4801d1a6"
"37045XAF","ce95a308"
"37045XAG","5c970ad"
"37045XAH","f49fc278"
"37045XAJ","b9576373"
"37045XAK","720bb0d6"
"37045XAL","6f0e806e"
"37045XAM","a45253cb"
"37045XAN","22c62165"
"37045XAP","1b1a428e"
"37045XAQ","d046912b"
"37045XAR","56d2e385"
"37045XAS","9d8e3020"
"37045XAV","cd43a193"
"37045XAW","61f7236"
"37047RAA","6ca6a7fe"
"37047RAC","216e06f5"
"37047RAD","3c6b364d"
"37047RAE","f737e5e8"
"37047RAK","cd3d8498"
"37047RAM","1b646785"
"370835AB","77cccd70"
"37184DAA","344d9cd9"
"37184DAC","79853dd2"
"37185LAA","f0d3932f"
"37185LAB","7647e181"
"37185LAC","bd1b3224"
"37185LAD","a01e029c"
"37185LAE","6b42d139"
"37185LAF","edd6a397"
"37185LAG","268a7032"
"37185LAH","d7dcc2e7"
"37185LAJ","9a1463ec"
"37185LAK","5148b049"
"371912AC","b6ef8bb4"
"371912AF","e6221a07"
"371912AJ","91e0da7c"
"372252AA","c7c9e645"
"372252AC","8a01474e"
"37244DAA","b7931a56"
"37244DAC","fa5bbb5d"
"37244DAD","e75e8be5"
"37244DAF","aa962aee"
"37245XAC","c6348b7a"
"37246RAC","6e79ab77"
"37247AAA","c6fe28f7"
"37247AAB","406a5a59"
"37249YAA","a162d9fb"
"37249YAB","27f6ab55"
"37250WAA","f78916ac"
"37250WAC","ba41b7a7"
"37250WAD","a744871f"
"37252CAA","218e01fb"
"37252CAB","a71a7355"
"373200AC","433ddabc"
"373200AE","956439a1"
"373200AG","d8ac98aa"
"373200AJ","64328b74"
"373200AN","ffa3c962"
"373200AQ","d23792c"
"373200AR","8bb70b82"
"373200AT","5deee89f"
"373200AV","10264994"
"373200AY","e170fb41"
"373298BD","10965d77"
"373298BE","dbca8ed2"
"373298BF","5d5efc7c"
"373298BG","96022fd9"
"373298BH","67549d0c"
"373298BJ","2a9c3c07"
"373298BK","e1c0efa2"
"373298BL","fcc5df1a"
"373298BM","37990cbf"
"373298BN","b10d7e11"
"373298BP","88d11dfa"
"373298BR","c519bcf1"
"373298BS","e456f54"
"373298BU","d81c8c49"
"373298BV","5e88fee7"
"373298BW","95d42d42"
"373298BX","64829f97"
"373298BY","afde4c32"
"373298BZ","294a3e9c"
"373298CA","e62cc770"
"373298CB","60b8b5de"
"373298CC","abe4667b"
"373298CD","b6e156c3"
"373298CE","7dbd8566"
"373298CF","fb29f7c8"
"373298CG","3075246d"
"373298CH","c12396b8"
"37331NAA","4f968768"
"37331NAB","c902f5c6"
"37373MAA","e6040877"
"37373MAC","abcca97c"
"374259AA","72163050"
"374500AA","c512754d"
"374508AA","16f76ef8"
"374508AD","463aff4b"
"374508AE","8d662cee"
"374508AF","bf25e40"
"374508AG","c0ae8de5"
"374689AA","8ab2777d"
"374689AC","c77ad676"
"374689AD","da7fe6ce"
"374689AF","97b747c5"
"37476RAA","20337b3c"
"37476TAA","e65c72bb"
"374825AA","56fad81f"
"374826AA","d875dffc"
"374826AB","5ee1ad52"
"374826AC","95bd7ef7"
"374826AD","88b84e4f"
"375048AB","ea2859de"
"37611VAA","956ad189"
"377316AD","d037ef7c"
"377316AE","1b6b3cd9"
"377316AH","a7f52f07"
"377316AJ","ea3d8e0c"
"377316AK","21615da9"
"377316AL","3c646d11"
"377316AM","f738beb4"
"37803NAB","2fe2e107"
"378275AB","87c1edf0"
"37931KAB","634da326"
"37931KAG","33803295"
"37931KAJ","8f1e214b"
"37931KAL","5947c256"
"37932JAB","966a9f7d"
"37932JAC","5d364cd8"
"37932JAD","40337c60"
"37934AAC","73462904"
"379352AG","dd73e922"
"379352AL","b7b419e1"
"379357AB","c55e76f5"
"379363AK","5f961502"
"379363AL","429325ba"
"379363AP","3687e75a"
"379363AR","7b4f4651"
"37936UAC","a5413e53"
"37943SAA","86adc8e9"
"37943SAB","39ba47"
"37946SAA","cc3a8da6"
"37946SAB","4aaeff08"
"379471AC","4479f28"
"37952TAA","74d1be8d"
"37952TAB","f245cc23"
"37953BAA","d97e9262"
"37953MAA","5e80ce"
"37954FAA","3955f151"
"37954FAB","bfc183ff"
"37954FAC","749d505a"
"37954FAD","699860e2"
"37954MAB","e2ab9fa9"
"37956NAB","42d2b0cc"
"37957FAC","4d106c9f"
"37957TAF","2343cb7a"
"37990VAA","23e71f8"
"37990VAC","4ff6d0f3"
"38011MAK","8f018aa0"
"38011MAN","dfcc1b13"
"38011MAQ","2d4cab5d"
"38045UAA","3a011910"
"38045UAC","77c9b81b"
"38045UAD","6acc88a3"
"38046XAA","98893004"
"38046XAC","d541910f"
"380616AA","3d7c3f79"
"380616AB","bbe84dd7"
"381131AA","3a1dda5f"
"38113YAC","74dbc05a"
"38113YAE","a2822347"
"381184AC","bd60ebed"
"381187AB","f8b33fab"
"38121EAJ","bd012673"
"38211PAA","914834fd"
"382383AF","7a7fc57b"
"382383AG","b12316de"
"38239DAA","d6947909"
"38239DAC","9b5cd802"
"38239HAA","813b6c46"
"38239HAC","ccf3cd4d"
"38239HAD","d1f6fdf5"
"382410AD","f747ceb1"
"382410AF","ba8f6fba"
"382550AC","586cc43b"
"382550AD","4569f483"
"382550AE","8e352726"
"382550AF","8a15588"
"382550AG","c3fd862d"
"382550AH","32ab34f8"
"382550AJ","7f6395f3"
"382550AL","a93a76ee"
"382550AT","46bff618"
"382550AU","8de325bd"
"382550AW","c02b84b6"
"382550AX","317d3663"
"382550AZ","7cb59768"
"382550BA","244c7fad"
"382550BB","a2d80d03"
"382550BC","6984dea6"
"382550BD","7481ee1e"
"382550BE","bfdd3dbb"
"382550BF","39494f15"
"382550BG","f2159cb0"
"382903AB","4d14b5bc"
"383482AE","131373f2"
"383909AE","5f460c"
"383909AF","86cb34a2"
"384313AC","6ea428d0"
"384313AD","73a11868"
"384632AB","a18d1829"
"384637AA","6ff964e3"
"384700AB","35e748af"
"384700AH","947c6bc9"
"384703AB","bb684f4c"
"38470RAA","21bd9dc7"
"38470RAB","a729ef69"
"38470RAC","6c753ccc"
"38470RAD","71700c74"
"38470RAG","f7e47eda"
"38470RAH","6b2cc0f"
"38470RAJ","4b7a6d04"
"38470RAK","8026bea1"
"38502HAA","c1625c1b"
"385188AB","914a5e85"
"385269AA","f8814c24"
"385269AC","b549ed2f"
"386532AJ","fe859886"
"38655VAD","e3342e3d"
"38655VAJ","d93e4f4d"
"387241AE","c66f84c0"
"387241AH","7af1971e"
"387241AK","fc65e5b0"
"387241AL","e160d508"
"387241AN","aca87403"
"38821GAB","683a9de6"
"38821GAC","a3664e43"
"38821GAD","be637efb"
"38821GAG","38f70c55"
"38821GAH","c9a1be80"
"388684AA","69396f1a"
"388684AB","efad1db4"
"38869PAA","2ae3d518"
"38869PAB","ac77a7b6"
"38869PAC","672b7413"
"38869PAD","7a2e44ab"
"38869PAE","b172970e"
"38869PAF","37e6e5a0"
"38869PAG","fcba3605"
"38869PAH","dec84d0"
"38869PAK","8b78f67e"
"38869PAL","967dc6c6"
"38869PAM","5d211563"
"389003AA","14b46b9c"
"389190AA","d95ab11a"
"389190AB","5fcec3b4"
"389284AA","a15c10a0"
"389375AA","5d8db4d1"
"389375AD","d402562"
"389375AE","c61cf6c7"
"389375AF","40888469"
"389375AG","8bd457cc"
"389375AH","7a82e519"
"389375AJ","374a4412"
"389375AK","fc1697b7"
"389914AD","a5d2ccbf"
"390064AA","8d8369e5"
"390064AD","dd4ef856"
"390064AG","5bda8af8"
"390064AH","aa8c382d"
"390064AL","311d7a3b"
"390290AC","9f4dd9f8"
"390568AA","3c05b7ee"
"390606AB","373615fb"
"390606AE","2a332543"
"390606AG","67fb8448"
"390607AA","7d0867cb"
"390607AB","fb9c1565"
"390607AD","2dc5f678"
"390607AE","e69925dd"
"39143GAA","2daec563"
"39154CAA","2247cd6e"
"39165AAE","7bf2745"
"39165AAF","812b55eb"
"392484AA","14c6abcc"
"39248TAA","c42d0b77"
"39304KAA","4fe7a45e"
"393657AB","28e9362b"
"39479TAA","d0d46e74"
"39576QAA","86037001"
"396781AB","815c1f87"
"397528AA","48d2f361"
"397528AB","ce4681cf"
"397624AA","f44a5d2d"
"397624AB","72de2f83"
"397624AC","b982fc26"
"397624AE","6fdb1f3b"
"397624AF","e94f6d95"
"397624AG","2213be30"
"398048AC","3d11462"
"398048AH","6916e4a1"
"39807UAA","3c7a3cc6"
"39807UAB","baee4e68"
"398176AA","8ddcf0a0"
"398186AA","52653f71"
"398433AE","e568269a"
"398433AF","63fc5434"
"398433AG","a8a08791"
"398433AH","59f63544"
"398433AJ","143e944f"
"398433AK","df6247ea"
"398435AA","b8966d0b"
"398435AC","f55ecc00"
"398436AA","36196ae8"
"398545AA","33356bfc"
"398905AA","74e5da7e"
"398905AB","f271a8d0"
"398905AC","392d7b75"
"398905AH","53ea8bb6"
"398905AK","d57ef918"
"398905AL","c87bc9a0"
"39943EAB","53dc51f5"
"399626AB","628d03f8"
"400131AC","cd24d432"
"400131AE","1b7d372f"
"400487AA","22ff2927"
"400489AB","b1e149bb"
"400489AE","ace47903"
"40048CAA","ae5b64d"
"40048CAB","8c71c4e3"
"40048EAA","cc8abfca"
"40048TAC","31532f74"
"40049JAK","a34a9a43"
"40049JAL","be4faafb"
"40049JAM","7513795e"
"40049WAC","a8a73cd4"
"40050AAD","4c17e9a5"
"40050BAA","92557ff5"
"40050MAA","4b756d59"
"40050RAB","687a3c70"
"40051VAA","7ddf5467"
"40052CAA","700957ed"
"40052RAA","c0186658"
"40052WAA","88f8683c"
"40053AAA","255744d3"
"40065VAC","86cc1f63"
"40065VAD","9bc92fdb"
"401617AB","cdb3e22f"
"40203CAA","d937312b"
"402040AG","49d0298c"
"402040AH","b8869b59"
"402040AJ","f54e3a52"
"402040AK","3e12e9f7"
"40218LAC","2048776f"
"40218LAD","3d4d47d7"
"40218LAE","f6119472"
"40218LAF","7085e6dc"
"40218LAH","4a8f87ac"
"40218LAJ","74726a7"
"402548AC","e78dbb6b"
"402550BW","8abcee8d"
"402629AB","7856aad9"
"402629AC","b30a797c"
"402629AE","65539a61"
"402629AF","e3c7e8cf"
"402629AG","289b3b6a"
"402635AA","be16d97b"
"402635AB","3882abd5"
"402635AC","f3de7870"
"402635AD","eedb48c8"
"402635AE","25879b6d"
"402635AF","a313e9c3"
"402635AH","991988b3"
"402635AJ","d4d129b8"
"402635AL","288caa5"
"402635AM","c9d41900"
"402635AP","769c0845"
"40274WAA","a77b784a"
"40274XAA","7e5b6ae6"
"40274XAB","f8cf1848"
"40274XAC","3393cbed"
"403777AB","907495a"
"40390DAA","d7e4f0fd"
"403916AB","a87e00fd"
"404030AA","135d6d1b"
"404030AC","5e95cc10"
"404030AD","4390fca8"
"404030AE","88cc2f0d"
"404030AF","e585da3"
"404030AH","34523cd3"
"404085AA","d9e8fda2"
"404085AB","5f7c8f0c"
"404119AA","cd263588"
"404119AC","80ee9483"
"404119AD","9deba43b"
"404119AE","56b7779e"
"404119AF","d0230530"
"404119AG","1b7fd695"
"404119AH","ea296440"
"404119AJ","a7e1c54b"
"404119AK","6cbd16ee"
"404119AL","71b82656"
"404119AM","bae4f5f3"
"404119AP","5ace4b6"
"404119AR","486445bd"
"404119AS","83389618"
"404119AU","55617505"
"404119AV","d3f507ab"
"404119AX","e9ff66db"
"404119AY","22a3b57e"
"404119BA","fcce2f15"
"404119BB","7a5a5dbb"
"404119BD","ac03bea6"
"404119BE","675f6d03"
"404119BF","e1cb1fad"
"404119BG","2a97cc08"
"404119BJ","9609dfd6"
"404119BK","5d550c73"
"404119BL","40503ccb"
"404119BM","8b0cef6e"
"404119BN","d989dc0"
"404119BP","3444fe2b"
"404119BQ","ff182d8e"
"404119BR","798c5f20"
"404119BS","b2d08c85"
"404119BT","afd5bc3d"
"404119BU","64896f98"
"404119BV","e21d1d36"
"404121AA","274e12f8"
"404121AC","6a86b3f3"
"404121AD","7783834b"
"404121AE","bcdf50ee"
"404121AF","3a4b2240"
"404121AG","f117f1e5"
"404121AH","414330"
"404121AJ","4d89e23b"
"40412CAA","c93b8415"
"40412CAB","4faff6bb"
"40412CAC","84f3251e"
"404139AA","e3d01d0e"
"404139AD","b31d8cbd"
"40415RAD","4d8649da"
"40415RAE","86da9a7f"
"40415RAF","4ee8d1"
"40415RAG","cb123b74"
"40415RAH","3a4489a1"
"40415RAJ","778c28aa"
"40415RAK","bcd0fb0f"
"40415RAL","a1d5cbb7"
"40415RAM","6a891812"
"40415RAN","ec1d6abc"
"40415RAP","d5c10957"
"40415RAQ","1e9ddaf2"
"40415RAR","9809a85c"
"40415RAS","53557bf9"
"40416GAA","109ddbe3"
"40416GAC","5d557ae8"
"40420EAA","ca951e17"
"404216AA","ff319c27"
"404216AB","79a5ee89"
"40422RAA","921d0ea3"
"40422RAB","14897c0d"
"40423BAA","f9dd2bcb"
"40423QAB","8d7d6fad"
"40423QAD","5b248cb0"
"40423QAE","90785f15"
"40423QAF","16ec2dbb"
"40423QAG","ddb0fe1e"
"404246AC","f86e7863"
"40425KAD","c545d8d9"
"40425KAF","888d79d2"
"40425LAA","9f4d4073"
"40425LAC","d285e178"
"404297AD","d88eaf12"
"40429UAC","5745386c"
"404303AA","4f68ed3e"
"404303AB","c9fc9f90"
"40432FAA","852e5a4c"
"40434JAA","a19b3689"
"40434JAB","270f4427"
"40434JAC","ec539782"
"40434JAD","f156a73a"
"404681AC","1d742214"
"40521HAC","caad614e"
"40521HAE","1cf48253"
"40521WAA","22fee3c2"
"40521WAC","6f3642c9"
"40537QAA","7849f8f1"
"40537QAB","fedd8a5f"
"40537QAC","358159fa"
"40537QAD","28846942"
"40537QAE","e3d8bae7"
"40537QAF","654cc849"
"40537QAG","ae101bec"
"40537QAH","5f46a939"
"40537QAK","d9d2db97"
"40537QAL","c4d7eb2f"
"40537QAN","891f4a24"
"40537QAP","b0c329cf"
"40650VAA","82118a67"
"40650VAB","485f8c9"
"408625AA","4bc295bc"
"40862PAA","d3c93b63"
"40862PAC","9e019a68"
"409649AA","aef926b9"
"410345AF","e292bae0"
"410345AG","29ce6945"
"410345AH","d898db90"
"410345AJ","95507a9b"
"410345AL","43099986"
"41043FAB","dd611835"
"41043FAE","c064288d"
"41043FAF","46f05a23"
"41043FAG","8dac8986"
"41043FAH","7cfa3b53"
"41043FAJ","31329a58"
"410768AD","134286c6"
"410768AF","5e8a27cd"
"410768AG","95d6f468"
"410768AH","648046bd"
"41078TAA","c097913"
"41078TAC","41c1d818"
"41078TAE","97983b05"
"41078TAF","110c49ab"
"411336AA","d4f73fb2"
"411349AA","69b640d7"
"411352AA","23a748c2"
"41135QAA","7dc3ef9a"
"41146AAA","da29f90d"
"41146AAB","5cbd8ba3"
"41146AAC","97e15806"
"41146AAD","8ae468be"
"41146AAE","41b8bb1b"
"41146AAG","c701a10"
"41146AAH","fd26a8c5"
"41146AAJ","b0ee09ce"
"41163WAC","6357f5d8"
"41163WAD","7e52c560"
"41163WAE","b50e16c5"
"412418AA","94b5787e"
"412690AB","7ee96340"
"412690AC","b5b5b0e5"
"412690AD","a8b0805d"
"412690AE","63ec53f8"
"412690AF","e5782156"
"41321TAA","df61620d"
"413345AC","2bbd4d52"
"413345AF","7b70dce1"
"413622AA","f983578e"
"413622AC","b44bf685"
"413627AB","37f72b44"
"413627AC","fcabf8e1"
"413627AD","e1aec859"
"413627AE","2af21bfc"
"413627AN","4035eb3f"
"413627AQ","b2b55b71"
"413627AU","29241967"
"413627AW","64ecb86c"
"413627AX","95ba0ab9"
"413627AY","5ee6d91c"
"413627AZ","d872abb2"
"413627BA","808b4377"
"413627BB","61f31d9"
"413627BC","cd43e27c"
"413627BD","d046d2c4"
"413627BE","1b1a0161"
"413627BF","9d8e73cf"
"413627BG","56d2a06a"
"413627BJ","ea4cb3b4"
"413627BK","21106011"
"413627BL","3c1550a9"
"413627BM","f749830c"
"413868AA","2b662af9"
"413868AB","adf25857"
"415855AA","615bc9ae"
"415864AJ","febb0536"
"415864AK","35e7d693"
"415905AB","429a9571"
"417119AC","82a9beed"
"417434AC","d17348fe"
"417434AE","72aabe3"
"41754WAA","497c485a"
"41754WAB","cfe83af4"
"41754WAM","3ebe8821"
"41754WAN","b82afa8f"
"417826AA","d3d91a45"
"418056AG","e1ce20a3"
"418056AH","10989276"
"418056AJ","5d50337d"
"418056AK","960ce0d8"
"418056AL","8b09d060"
"420029AC","a432e65"
"420029AD","17461edd"
"420029AE","dc1acd78"
"420029AF","5a8ebfd6"
"420088AA","1e0f056e"
"420089AE","493447e6"
"420089AG","4fce6ed"
"420122AA","f523f806"
